Name,English,Translation,Restrictions,Comment
ggs_garlic,GPU 'garlic' memory pool size (MB),GPU 'garlic' memory pool size (MB),DO NOT TRANSLATE garlic,memory pool size for 'garlic' memory
ggs_ps4_garlic_memory_tooltip,The amount of memory in megabytes to dedicate to the shared GPU memory pool \nMaximum allocation must be shared between both pools,The amount of memory in megabytes to dedicate to the shared GPU memory pool \nMaximum allocation must be shared between both pools,,tooltip for garlic memory pool
ggs_ps4_onion_memory_tooltip,The amount of memory in megabytes to dedicate to the shared CPU/GPU memory pool \nMaximum allocation must be shared between both pools,The amount of memory in megabytes to dedicate to the shared CPU/GPU memory pool \nMaximum allocation must be shared between both pools,,tooltip for garlic memory pool
ggs_ps4_max_display_width,Maximum display width,Maximum display width,,title for options relating to display resolution
ggs_ps4_max_display_height,Maximum display height,Maximum display height,,title for options relating to display resolution
ggs_ps4_max_display_tooltip,"Maximum display dimensions to allow on PS4, subject to system constraints\n-1 indicates unlimited.","Maximum display dimensions to allow on PS4, subject to system constraints\n-1 indicates unlimited.",,tooltip for display resolution options
Top Shelf,Top Shelf,Top Shelf,,Top Shelf images group subheading for tvOS
ggs_top_shelf,Top Shelf Image,Top Shelf Image,,Top Shelf Image
ggs_top_shelf_2x,Top Shelf Image 2x,Top Shelf Image 2x,,Top Shelf Image 2x
ggs_top_shelf_wide,Top Shelf Image Wide,Top Shelf Image Wide,,Splash Screen Image Wide
ggs_top_shelf_wide_2x,Top Shelf Image Wide 2x,Top Shelf Image Wide 2x,,Splash Screen Image Wide 2x
ggs_icon_400_2x,400x240 Icon 2x,400x240 Icon 2x,,400x240 Icon 2x
ggs_splash_screen_2x,Splash Screen Image 2x,Splash Screen Image 2x,,Splash Screen Image 2x
ggs_xboxone_stats_system,Microsoft Stats System,Microsoft Stats System,,Microsoft Stats System
ggs_xboxone_stats_2017,Stats 2017,Stats 2017,,the radio group option for 2017 stats
ggs_xboxone_stats_2013,Stats 2013,Stats 2013,,the radio group option for 2013 stats
ggs_xboxone_stats_system_tooltip,The 2013 system has been deprecated by Microsoft and should only be used for titles already in development \nThe 2017 system no longer requires a service manifest \nPlease see Microsoft documentation for more details,The 2013 system has been deprecated by Microsoft and should only be used for titles already in development \nThe 2017 system no longer requires a service manifest \nPlease see Microsoft documentation for more details,,tooltip for the stats sytem radio group
Error_ResourceLoadFailures_Message,Resource load failures encountered...,Resource load failures encountered...,,non-blocking errors have occurred message
android_build_settings_invalid,The SDK Build Settings are invalid,The SDK Build Settings are invalid,,Android/Amazon Fire SDK Build Settings are invalid
clean_runtimes_now,Clean Runtimes Now,Clean Runtimes Now,,Clean out older runtimes now
clean_all_runtimes,Do you want to delete older runtimes from all feeds?,Do you want to delete older runtimes from all feeds?,,Clean out all runtimes from runtime folder
runtime_clean_title,Runtime Deletion,Runtime Deletion,,Runtime Deletion title
tvos_show_file_warning,Automatic response to tvOS persistent storage limitation warning,Automatic response to tvOS persistent storage limitation warning,,Show tvOS file system warning preference setting
tvos_file_warning,tvOS persistent storage space is currently limited to 500k via NSUserDefaults. Please consider using cloud storage for this target.,tvOS persistent storage space is currently limited to 500k via NSUserDefaults. Please consider using cloud storage for this target.,,Warning message for the tvos file system limitations
ggs_requires_nex,Enable support for NEX libraries,Enable support for NEX libraries,,Enable support for NEX libraries
Build_Switch_NoNMetaSlim_Message,There is no SLIM data configured. Visit https://slim.mng.nintendo.net/slim/home to create it?,There is no SLIM data configured. Visit https://slim.mng.nintendo.net/slim/home to create it?,,No SLIM data message box
Error_AppleDeviceNotPaired,ERROR: Device '{0}' has not been paired. Does it have a valid provisioning profile?,ERROR: Device '{0}' has not been paired. Does it have a valid provisioning profile?,,!AMDeviceIsPaired has been returned for an iOS/tvOS device type and is probably just missing its provisioning profile
Error_AppleDevicesNotPaired,The following devices have not been paired. Please ensure they have valid provisioning profiles.,The following devices have not been paired. Please ensure they have valid provisioning profiles.,,The following devices have not been paired. Please ensure they have valid provisioning profiles
codecomp_rinstance,Room Instance,Room Instance,,Room Instance Code Completion label
codecomp_audiogroup,Audio Group,Audio Group,,Audio Group Code Completion label
codecomp_texturegroup,Texture Group,Texture Group,,Texture Group Code Completion label
codecomp_sprite,Sprite,Sprite,,Sprite resource Code Completion label
codecomp_tileset,Tile Set,Tile Set,,Tile Set resource Code Completion label
codecomp_sound,Sound,Sound,,Sound resource Code Completion label
codecomp_path,Path,Path,,Path resource Code Completion label
codecomp_script,Script,Script,,Script resource Code Completion label
codecomp_shader,Shader,Shader,,Shader resource Code Completion label
codecomp_font,Font,Font,,Font resource Code Completion label
codecomp_timeline,Timeline,Timeline,,Timeline resource Code Completion label
codecomp_object,Object,Object,,Object resource Code Completion label
codecomp_room,Room,Room,,Room resource Code Completion label
IDE_MissingFFmpegWrapperTitle,Missing FFmpegWrapper,Missing FFmpegWrapper,,Missing FFmpegWrapper Title
IDE_MissingFFmpegWrapper,The FFmpegWrapper.dll - or its dependencies - appear to be missing. This could be from a bad install or an overly aggressive virus scanner. Please check your virus scanner or reinstall.,The FFmpegWrapper.dll - or its dependencies - appear to be missing. This could be from a bad install or an overly aggressive virus scanner. Please check your virus scanner or reinstall.,,Missing FFmpegWrapper dll message
ProjectLoad_VerificationErrorTitle,Project Verification Error,Project Verification Error,,Project Verification Error Title
ProjectLoad_MultipleRootsMessage,This project has multiple root views and is unstable. Select Yes to attempt a repair or No to continue in an unstable state.,This project has multiple root views and is unstable. Select Yes to attempt a repair or No to continue in an unstable state.,,Multiple roots in project message
switch_tools_invalid_platform,The Switch tools are only available on Windows.,The Switch tools are only available on Windows.,,Switch tools not available on this platform
switch_tool_error,Switch Tools Error,Switch Tools Error,,Switch Tools Error title
switch_auth_editor_not_exist,The Switch Authoring Editor cannot be found. Please ensure the Nintendo SDK is properly installed and try again.,The Switch Authoring Editor cannot be found. Please ensure the Nintendo SDK is properly installed and try again.,,Switch Authoring Editor not found. Please check Nintendo SDK install
switch_auth_tool_not_exist,The Switch Authoring Tool cannot be found. Please ensure the Nintendo SDK is properly installed and try again.,The Switch Authoring Tool cannot be found. Please ensure the Nintendo SDK is properly installed and try again.,,Switch Patch Tool cannot be found. Please check Nintendo SDK install
switch_runontarget_tool_not_exist,The Switch RunOnTarget Tool cannot be found. Please ensure the Nintendo SDK is properly installed and try again.,The Switch RunOnTarget Tool cannot be found. Please ensure the Nintendo SDK is properly installed and try again.,,Switch RunOnTarget Tool cannot be found. Please check Nintendo SDK install
Beta Channel,Beta Channel,Beta Channel,,Beta Channel preferences tag
beta_1,Here you can opt in or out of the GameMaker Studio 2 Beta.,Here you can opt in or out of the GameMaker Studio 2 Beta.,,beta_1 caption
beta_2,This will grant you access to upcoming versions of GameMaker Studio 2 before they are released to production.,This will grant you access to upcoming versions of GameMaker Studio 2 before they are released to production.,,beta_2 caption
beta_3,This product is covered by Section 2 of our ,This product is covered by Section 2 of our ,,beta_3 caption
beta_4,Please note that these are early release builds. This means that they may have bugs that could corrupt your projects. We strongly recommend that you back up your project using source control and use a separate copy of it when using a beta build.,Please note that these are early release builds. This means that they may have bugs that could corrupt your projects. We strongly recommend that you back up your project using source control and use a separate copy of it when using a beta build.,,beta_4 caption
beta_5,If you do not back up your project and it is corrupted by a beta build there may be no way to recover it.,If you do not back up your project and it is corrupted by a beta build there may be no way to recover it.,,beta_5 caption
beta_6,You can revert back to a non-beta build by clicking the button below.,You can revert back to a non-beta build by clicking the button below.,,beta_6 caption
beta_7,End User Licence Agreement,End User Licence Agreement,,beta_7 caption
beta_check_1,I am aware that GameMaker Studio 2 Beta may corrupt my projects,I am aware that GameMaker Studio 2 Beta may corrupt my projects,,beta_check_1 caption
beta_check_2,I have backed up my projects or am using source control,I have backed up my projects or am using source control,,beta_check_2 caption
beta_check_opt-in,Opt-in to GameMaker Studio 2 Beta,Opt-in to GameMaker Studio 2 Beta,,beta_check_opt-in caption
beta_check_opt-out,Opt out of GameMaker Studio 2 Beta,Opt out of GameMaker Studio 2 Beta,,beta_check_opt-out caption
beta_channel_warning,Apply the Beta channel opt-in and restart GMS2 now?,Apply the Beta channel opt-in and restart GMS2 now?,,beta channel warning
beta_channel_downgrade,"After clicking OK, you should manually install a stable IDE to complete the opt-out process. See the release notes for an installer download link.","After clicking OK, you should manually install a stable IDE to complete the opt-out process. See the release notes for an installer download link.",,beta channel downgrade info
exception_faq_button_caption,"To see what data this report contains, <a href=https://help.yoyogames.com/hc/en-us/articles/360028120992"">click here</a>""","To see what data this report contains, <a href=https://help.yoyogames.com/hc/en-us/articles/360028120992"">click here</a>""",,exception faq button caption
exception_fatal_error_header_caption,A fatal exception has occurred in GameMaker Studio 2 and the program needs to close.\n\nWe are sorry for the inconvenience.,A fatal exception has occurred in GameMaker Studio 2 and the program needs to close.\n\nWe are sorry for the inconvenience.,,exception fatal error header caption
exception_problem_header_caption,Please tell us about this problem.,Please tell us about this problem.,,exception problem header caption
exception_blurb,"An error report has been created so that we can examine and prevent issues like this. It would be very helpful if you could provide further details relating to the context of this event. Specifically, what you were working on immediately beforehand.\n\nImportant\nBy pressing Send, you are providing consent for us to process the data detailed below in line with our Privacy Policy.","An error report has been created so that we can examine and prevent issues like this. It would be very helpful if you could provide further details relating to the context of this event. Specifically, what you were working on immediately beforehand.\n\nImportant\nBy pressing Send, you are providing consent for us to process the data detailed below in line with our Privacy Policy.",,exception blurb
exception_send_caption,Send,Send,,exception send button caption
exception_dont_send_caption,Don't Send,Don't Send,,exception dont send button caption
exception_legal_blurb,"Our <a href=https://www.yoyogames.com/legal/privacy"">Privacy Policy</a> and <a href=""https://www.yoyogames.com/legal/cookies"">Cookie Policy</a> governs the way we collect", store and process your data. We strongly recommend you take the time to read them.\n\nRight to withdraw consent: You have the right to withdraw consent at any time. If you wish to withdraw consent, you may do so via our Preference Centre, or by logging a ticket with our Helpdesk.\n\nIf you have any concerns about our use of data," please email our data controller at <a href=""mailto:datacontroller@yoyogames.com"">datacontroller@yoyogames.com</a>\n\nForm version: ""","Our <a href=https://www.yoyogames.com/legal/privacy"">Privacy Policy</a> and <a href=""https://www.yoyogames.com/legal/cookies"">Cookie Policy</a> governs the way we collect", store and process your data. We strongly recommend you take the time to read them.\n\nRight to withdraw consent: You have the right to withdraw consent at any time. If you wish to withdraw consent, you may do so via our Preference Centre, or by logging a ticket with our Helpdesk.\n\nIf you have any concerns about our use of data," please email our data controller at <a href=""mailto:datacontroller@yoyogames.com"">datacontroller@yoyogames.com</a>\n\nForm version: """,,exception legal blurb
exception_privacy_policy_caption,Privacy Policy,Privacy Policy,,exception privacy policy
exception_form_version,crash-0.2,crash-0.2,,exception form version
exception_upload_caption,Upload Status,Upload Status,,exception form confirmation box caption
